,protein_id,path_id,main,sub,path,ecpath
1214,WP_011132481.1,K12573,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K12573  rnr, vacB; ribonuclease R [EC:3.1.13.1]"
1215,WP_011132482.1,,,,,
1216,WP_011132483.1,,,,,
1217,WP_011132484.1,K06940,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06940  K06940; uncharacterized protein
1218,WP_011132485.1,,,,,
1219,WP_011132486.1,,,,,
1220,WP_011132487.1,K02911,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02911  RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32"
1221,WP_011132487.1,K02911,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02911  RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32"
1222,WP_011132487.1,K02911,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K02911  RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32"
1223,WP_011132488.1,K03798,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K03798  ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]"
1224,WP_011132488.1,K03798,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K03798  ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]"
1225,WP_011132490.1,K03386,09140 Cellular Processes,09143 Cell growth and death,04214 Apoptosis - fly [PATH:ko04214],"K03386  PRDX2_4, ahpC; peroxiredoxin 2/4 [EC:1.11.1.24]"
1226,WP_011132490.1,K03386,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K03386  PRDX2_4, ahpC; peroxiredoxin 2/4 [EC:1.11.1.24]"
1227,WP_011132491.1,,,,,
1228,WP_011132492.1,,,,,
1229,WP_011132493.1,,,,,
1230,WP_011132494.1,,,,,
1231,WP_011132496.1,K03216,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K03216  trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]"
1232,WP_011132497.1,K02231,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K02231  cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"
1233,WP_011132498.1,,,,,
1234,WP_011132499.1,,,,,
1235,WP_011132501.1,K01874,09100 Metabolism,09106 Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],"K01874  MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]"
1236,WP_011132501.1,K01874,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],"K01874  MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]"
1237,WP_011132501.1,K01874,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K01874  MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]"
1238,WP_011132501.1,K01874,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K01874  MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]"
1239,WP_011132502.1,K01147,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K01147  rnb; exoribonuclease II [EC:3.1.13.1]
1240,WP_011132503.1,K02913,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02913  RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33"
1241,WP_011132503.1,K02913,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02913  RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33"
1242,WP_011132504.1,K01890,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],"K01890  FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]"
1243,WP_011132504.1,K01890,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K01890  FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]"
1244,WP_011132504.1,K01890,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K01890  FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]"
1245,WP_011132505.1,,,,,
1246,WP_011132506.1,,,,,
1247,WP_011132507.1,K00988,09100 Metabolism,09102 Energy metabolism,00920 Sulfur metabolism [PATH:ko00920],K00988  APA1_2; sulfate adenylyltransferase (ADP) / ATP adenylyltransferase [EC:2.7.7.5 2.7.7.53]
1248,WP_011132507.1,K00988,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K00988  APA1_2; sulfate adenylyltransferase (ADP) / ATP adenylyltransferase [EC:2.7.7.5 2.7.7.53]
1249,WP_011132508.1,K09966,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09966  K09966; uncharacterized protein
1250,WP_011132509.1,,,,,
1251,WP_011132510.1,K00548,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K00548  metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
1252,WP_011132510.1,K00548,09100 Metabolism,09106 Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],"K00548  metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
1253,WP_011132510.1,K00548,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],"K00548  metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
1254,WP_011132511.1,K00826,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
1255,WP_011132511.1,K00826,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
1256,WP_011132511.1,K00826,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]","K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
1257,WP_011132511.1,K00826,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
1258,WP_011132511.1,K00826,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00966 Glucosinolate biosynthesis [PATH:ko00966],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
1259,WP_011132511.1,K00826,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
1260,WP_011132512.1,K02230,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],K02230  cobN; cobaltochelatase CobN [EC:6.6.1.2]
1261,WP_011132513.1,,,,,
1262,WP_011132515.1,K03703,09120 Genetic Information Processing,09124 Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],K03703  uvrC; excinuclease ABC subunit C
1263,WP_011132515.1,K03703,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03703  uvrC; excinuclease ABC subunit C
1264,WP_011132516.1,,,,,
1265,WP_011132517.1,K00954,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],"K00954  E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]"
1266,WP_011132519.1,,,,,
1267,WP_011132520.1,K04487,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],"K04487  iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"
1268,WP_011132520.1,K04487,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122],"K04487  iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"
1269,WP_011132520.1,K04487,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K04487  iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"
1270,WP_011132520.1,K04487,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K04487  iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"
1271,WP_011132520.1,K04487,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],"K04487  iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]"
1272,WP_011132521.1,K01778,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300],K01778  dapF; diaminopimelate epimerase [EC:5.1.1.7]
1273,WP_011132521.1,K01778,09100 Metabolism,09106 Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],K01778  dapF; diaminopimelate epimerase [EC:5.1.1.7]
1274,WP_011132522.1,K01869,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],"K01869  LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]"
1275,WP_011132522.1,K01869,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K01869  LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]"
1276,WP_011132522.1,K01869,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K01869  LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]"
1277,WP_011132522.1,K01869,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K01869  LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]"
1278,WP_011132523.1,K01810,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K01810  GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"
1279,WP_011132523.1,K01810,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],"K01810  GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"
1280,WP_011132523.1,K01810,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],"K01810  GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"
1281,WP_011132523.1,K01810,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],"K01810  GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"
1282,WP_011132523.1,K01810,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01810  GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"
1283,WP_011132524.1,K11175,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K11175  purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
1284,WP_011132524.1,K11175,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],K11175  purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
1285,WP_011132525.1,K00145,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],K00145  argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
1286,WP_011132526.1,K14652,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740],"K14652  ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
1287,WP_011132526.1,K14652,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],"K14652  ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]"
1288,WP_011132527.1,K03768,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K03768  PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]"
1289,WP_011132528.1,,,,,
1290,WP_011132530.1,K04043,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
1291,WP_011132530.1,K04043,09150 Organismal Systems,09149 Aging,04212 Longevity regulating pathway - worm [PATH:ko04212],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
1292,WP_011132530.1,K04043,09160 Human Diseases,09171 Infectious disease: bacterial,05152 Tuberculosis [PATH:ko05152],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
1293,WP_011132530.1,K04043,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
1294,WP_011132530.1,K04043,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
1295,WP_011132530.1,K04043,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
1296,WP_011132530.1,K04043,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K04043  dnaK, HSPA9; molecular chaperone DnaK"
1297,WP_011132531.1,K02639,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02639  petF; ferredoxin
1298,WP_011132531.1,K02639,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02639  petF; ferredoxin
1299,WP_011132532.1,K01092,09100 Metabolism,09101 Carbohydrate metabolism,00562 Inositol phosphate metabolism [PATH:ko00562],"K01092  E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
1300,WP_011132532.1,K01092,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00521 Streptomycin biosynthesis [PATH:ko00521],"K01092  E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
1301,WP_011132532.1,K01092,09130 Environmental Information Processing,09132 Signal transduction,04070 Phosphatidylinositol signaling system [PATH:ko04070],"K01092  E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]"
1302,WP_011132533.1,K02502,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K02502  hisZ; ATP phosphoribosyltransferase regulatory subunit
1303,WP_011132534.1,K04079,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ko04141],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1304,WP_011132534.1,K04079,09130 Environmental Information Processing,09132 Signal transduction,04151 PI3K-Akt signaling pathway [PATH:ko04151],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1305,WP_011132534.1,K04079,09140 Cellular Processes,09143 Cell growth and death,04217 Necroptosis [PATH:ko04217],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1306,WP_011132534.1,K04079,09150 Organismal Systems,09151 Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1307,WP_011132534.1,K04079,09150 Organismal Systems,09151 Immune system,04612 Antigen processing and presentation [PATH:ko04612],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1308,WP_011132534.1,K04079,09150 Organismal Systems,09151 Immune system,04659 Th17 cell differentiation [PATH:ko04659],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1309,WP_011132534.1,K04079,09150 Organismal Systems,09151 Immune system,04657 IL-17 signaling pathway [PATH:ko04657],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1310,WP_011132534.1,K04079,09150 Organismal Systems,09152 Endocrine system,04915 Estrogen signaling pathway [PATH:ko04915],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1311,WP_011132534.1,K04079,09150 Organismal Systems,09152 Endocrine system,04914 Progesterone-mediated oocyte maturation [PATH:ko04914],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1312,WP_011132534.1,K04079,09150 Organismal Systems,09159 Environmental adaptation,04626 Plant-pathogen interaction [PATH:ko04626],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1313,WP_011132534.1,K04079,09160 Human Diseases,09161 Cancer: overview,05200 Pathways in cancer [PATH:ko05200],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1314,WP_011132534.1,K04079,09160 Human Diseases,09161 Cancer: overview,05207 Chemical carcinogenesis - receptor activation [PATH:ko05207],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1315,WP_011132534.1,K04079,09160 Human Diseases,09162 Cancer: specific types,05215 Prostate cancer [PATH:ko05215],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1316,WP_011132534.1,K04079,09160 Human Diseases,09171 Infectious disease: bacterial,05132 Salmonella infection [PATH:ko05132],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1317,WP_011132534.1,K04079,09160 Human Diseases,09166 Cardiovascular disease,05417 Lipid and atherosclerosis [PATH:ko05417],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1318,WP_011132534.1,K04079,09160 Human Diseases,09166 Cardiovascular disease,05418 Fluid shear stress and atherosclerosis [PATH:ko05418],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1319,WP_011132534.1,K04079,09180 Brite Hierarchies,09181 Protein families: metabolism,01009 Protein phosphatases and associated proteins [BR:ko01009],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1320,WP_011132534.1,K04079,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1321,WP_011132534.1,K04079,09180 Brite Hierarchies,09182 Protein families: genetic information processing,04131 Membrane trafficking [BR:ko04131],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1322,WP_011132534.1,K04079,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03051 Proteasome [BR:ko03051],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1323,WP_011132534.1,K04079,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1324,WP_011132534.1,K04079,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K04079  HSP90A, htpG; molecular chaperone HtpG"
1325,WP_011132535.1,K02902,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02902  RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28"
1326,WP_011132535.1,K02902,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02902  RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28"
1327,WP_011132536.1,K03564,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K03564  BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]"
1328,WP_011132537.1,,,,,
1329,WP_011132538.1,,,,,
1330,WP_011132539.1,K02698,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02698  psaK; photosystem I subunit X
1331,WP_011132539.1,K02698,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02698  psaK; photosystem I subunit X
1332,WP_011132540.1,K01662,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K01662  dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
1333,WP_011132540.1,K01662,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],K01662  dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
1334,WP_011132541.1,K01754,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K01754  E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]"
1335,WP_011132541.1,K01754,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]","K01754  E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]"
1336,WP_011132542.1,K06024,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K06024  scpB; segregation and condensation protein B
1337,WP_011132543.1,K02221,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K02221  yggT; YggT family protein
1338,WP_011132544.1,,,,,
1339,WP_011132545.1,K00873,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1340,WP_011132545.1,K00873,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1341,WP_011132545.1,K00873,09150 Organismal Systems,09152 Endocrine system,04922 Glucagon signaling pathway [PATH:ko04922],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1342,WP_011132545.1,K00873,09160 Human Diseases,09161 Cancer: overview,05203 Viral carcinogenesis [PATH:ko05203],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1343,WP_011132545.1,K00873,09160 Human Diseases,09161 Cancer: overview,05230 Central carbon metabolism in cancer [PATH:ko05230],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1344,WP_011132545.1,K00873,09160 Human Diseases,09172 Infectious disease: viral,05165 Human papillomavirus infection [PATH:ko05165],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1345,WP_011132545.1,K00873,09160 Human Diseases,09167 Endocrine and metabolic disease,04930 Type II diabetes mellitus [PATH:ko04930],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1346,WP_011132545.1,K00873,09180 Brite Hierarchies,09182 Protein families: genetic information processing,04131 Membrane trafficking [BR:ko04131],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1347,WP_011132545.1,K00873,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]"
1348,WP_011132546.1,K02004,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02004  ABC.CD.P; putative ABC transport system permease protein
1349,WP_011132547.1,K03523,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K03523  bioY; biotin transport system substrate-specific component
1350,WP_011132547.1,K03523,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K03523  bioY; biotin transport system substrate-specific component
1351,WP_011132548.1,K03101,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03101  lspA; signal peptidase II [EC:3.4.23.36]
1352,WP_011132548.1,K03101,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K03101  lspA; signal peptidase II [EC:3.4.23.36]
1353,WP_011132549.1,K06883,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06883  K06883; uncharacterized protein
1354,WP_011132550.1,K13745,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K13745  ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]"
1355,WP_011132551.1,K11991,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K11991  tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]
1356,WP_011132552.1,K00830,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
1357,WP_011132552.1,K00830,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ko00680],K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
1358,WP_011132552.1,K00830,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
1359,WP_011132552.1,K00830,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
1360,WP_011132552.1,K00830,09140 Cellular Processes,09141 Transport and catabolism,04146 Peroxisome [PATH:ko04146],K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
1361,WP_011132552.1,K00830,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],K00830  AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
1362,WP_011132553.1,K01915,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
1363,WP_011132553.1,K01915,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
1364,WP_011132553.1,K01915,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
1365,WP_011132553.1,K01915,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]"
