,protein_id,path_id,main,sub,path,ecpath
3222,WP_061439112.1,K03575,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03575  mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]
3223,WP_061439114.1,,,,,
3224,WP_061439115.1,,,,,
3225,WP_061439117.1,,,,,
3226,WP_061439119.1,,,,,
3227,WP_061439121.1,,,,,
3228,WP_061439123.1,,,,,
3229,WP_061439127.1,,,,,
3230,WP_061439129.1,K07448,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07448  mrr; restriction system protein
3231,WP_061439131.1,,,,,
3232,WP_061439133.1,,,,,
3233,WP_061439135.1,,,,,
3234,WP_061439137.1,,,,,
3235,WP_061439139.1,,,,,
3236,WP_061439142.1,,,,,
3237,WP_061439144.1,,,,,
3238,WP_061439146.1,K15726,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K15726  czcA, cusA, cnrA; heavy metal efflux system protein"
3239,WP_061439148.1,K15725,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K15725  czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system"
3240,WP_061439150.1,,,,,
3241,WP_061439154.1,K03406,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],K03406  mcp; methyl-accepting chemotaxis protein
3242,WP_061439154.1,K03406,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],K03406  mcp; methyl-accepting chemotaxis protein
3243,WP_061439154.1,K03406,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K03406  mcp; methyl-accepting chemotaxis protein
3244,WP_061439156.1,K03407,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3245,WP_061439156.1,K03407,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3246,WP_061439156.1,K03407,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3247,WP_061439156.1,K03407,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3248,WP_061439156.1,K03407,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3249,WP_061439160.1,K00575,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],K00575  cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
3250,WP_061439160.1,K00575,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],K00575  cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
3251,WP_061439160.1,K00575,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K00575  cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
3252,WP_061439163.1,K03411,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],K03411  cheD; chemotaxis protein CheD [EC:3.5.1.44]
3253,WP_061439163.1,K03411,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K03411  cheD; chemotaxis protein CheD [EC:3.5.1.44]
3254,WP_061439165.1,K03412,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K03412  cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
3255,WP_061439165.1,K03412,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],"K03412  cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
3256,WP_061439165.1,K03412,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K03412  cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
3257,WP_061439165.1,K03412,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],"K03412  cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
3258,WP_061439167.1,K03406,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],K03406  mcp; methyl-accepting chemotaxis protein
3259,WP_061439167.1,K03406,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],K03406  mcp; methyl-accepting chemotaxis protein
3260,WP_061439167.1,K03406,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K03406  mcp; methyl-accepting chemotaxis protein
3261,WP_061439169.1,K03407,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3262,WP_061439169.1,K03407,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3263,WP_061439169.1,K03407,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3264,WP_061439169.1,K03407,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3265,WP_061439169.1,K03407,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
3266,WP_061439171.1,K03406,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],K03406  mcp; methyl-accepting chemotaxis protein
3267,WP_061439171.1,K03406,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],K03406  mcp; methyl-accepting chemotaxis protein
3268,WP_061439171.1,K03406,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K03406  mcp; methyl-accepting chemotaxis protein
3269,WP_061439173.1,K00575,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],K00575  cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
3270,WP_061439173.1,K00575,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],K00575  cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
3271,WP_061439173.1,K00575,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K00575  cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]
3272,WP_061439178.1,K01560,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625],K01560  E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
3273,WP_061439178.1,K01560,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00361 Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],K01560  E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
3274,WP_061439181.1,,,,,
3275,WP_061439183.1,,,,,
3276,WP_061439188.1,K01194,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],"K01194  TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]"
3277,WP_061439188.1,K01194,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,00537 Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537],"K01194  TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]"
3278,WP_061439192.1,,,,,
3279,WP_061439194.1,,,,,
3280,WP_061439195.1,,,,,
3281,WP_061439197.1,,,,,
3282,WP_061439199.1,K01816,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K01816  hyi, gip; hydroxypyruvate isomerase [EC:5.3.1.22]"
3283,WP_061439201.1,K19954,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K19954  adh1; alcohol dehydrogenase [EC:1.1.1.-]
3284,WP_061439204.1,K00826,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
3285,WP_061439204.1,K00826,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
3286,WP_061439204.1,K00826,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]","K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
3287,WP_061439204.1,K00826,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
3288,WP_061439204.1,K00826,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00966 Glucosinolate biosynthesis [PATH:ko00966],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
3289,WP_061439204.1,K00826,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]"
3290,WP_061439205.1,K01681,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],"K01681  ACO, acnA; aconitate hydratase [EC:4.2.1.3]"
3291,WP_061439205.1,K01681,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K01681  ACO, acnA; aconitate hydratase [EC:4.2.1.3]"
3292,WP_061439205.1,K01681,09100 Metabolism,09102 Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720],"K01681  ACO, acnA; aconitate hydratase [EC:4.2.1.3]"
3293,WP_061439206.1,K02886,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02886  RP-L2, MRPL2, rplB; large subunit ribosomal protein L2"
3294,WP_061439206.1,K02886,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02886  RP-L2, MRPL2, rplB; large subunit ribosomal protein L2"
3295,WP_061439208.1,,,,,
3296,WP_061439209.1,,,,,
3297,WP_061439211.1,K03406,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],K03406  mcp; methyl-accepting chemotaxis protein
3298,WP_061439211.1,K03406,09140 Cellular Processes,09142 Cell motility,02030 Bacterial chemotaxis [PATH:ko02030],K03406  mcp; methyl-accepting chemotaxis protein
3299,WP_061439211.1,K03406,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K03406  mcp; methyl-accepting chemotaxis protein
3300,WP_061439213.1,K01284,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01284  dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5]
3301,WP_061439215.1,K18301,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K18301  mexL; TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor"
3302,WP_061439215.1,K18301,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,01504 Antimicrobial resistance genes [BR:ko01504],"K18301  mexL; TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor"
3303,WP_061439217.1,K02621,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02621  parC; topoisomerase IV subunit A [EC:5.6.2.2]
3304,WP_061439217.1,K02621,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K02621  parC; topoisomerase IV subunit A [EC:5.6.2.2]
3305,WP_061439217.1,K02621,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K02621  parC; topoisomerase IV subunit A [EC:5.6.2.2]
3306,WP_061439220.1,,,,,
3307,WP_061439222.1,K06447,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K06447  astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]
3308,WP_061439224.1,,,,,
3309,WP_061439226.1,K01867,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],"K01867  WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]"
3310,WP_061439226.1,K01867,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K01867  WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]"
3311,WP_061439226.1,K01867,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K01867  WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]"
3312,WP_061439228.1,K03112,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K03112  damX; DamX protein
3313,WP_061439230.1,K05366,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
3314,WP_061439230.1,K05366,09160 Human Diseases,09175 Drug resistance: antimicrobial,01501 beta-Lactam resistance [PATH:ko01501],K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
3315,WP_061439230.1,K05366,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
3316,WP_061439230.1,K05366,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K05366  mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
3317,WP_061439232.1,,,,,
3318,WP_061439234.1,,,,,
3319,WP_061439236.1,,,,,
3320,WP_061439241.1,,,,,
3321,WP_061439243.1,K01755,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01755  argH, ASL; argininosuccinate lyase [EC:4.3.2.1]"
3322,WP_061439243.1,K01755,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],"K01755  argH, ASL; argininosuccinate lyase [EC:4.3.2.1]"
3323,WP_061439243.1,K01755,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01755  argH, ASL; argininosuccinate lyase [EC:4.3.2.1]"
3324,WP_061439245.1,K01940,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01940  argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"
3325,WP_061439245.1,K01940,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],"K01940  argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"
3326,WP_061439245.1,K01940,09160 Human Diseases,09166 Cardiovascular disease,05418 Fluid shear stress and atherosclerosis [PATH:ko05418],"K01940  argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"
3327,WP_061439245.1,K01940,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01940  argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"
3328,WP_061439246.1,K00611,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],"K00611  OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]"
3329,WP_061439247.1,,,,,
3330,WP_061439248.1,,,,,
3331,WP_061439250.1,K06006,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K06006  cpxP, spy; periplasmic protein CpxP/Spy"
3332,WP_061439251.1,K01048,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564],K01048  pldB; lysophospholipase [EC:3.1.1.5]
3333,WP_061439253.1,K05685,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K05685  macB; macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
3334,WP_061439253.1,K05685,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K05685  macB; macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
3335,WP_061439255.1,,,,,
3336,WP_061439262.1,K07486,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07486  K07486; transposase
3337,WP_061439265.1,K09798,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09798  K09798; uncharacterized protein
3338,WP_061439269.1,K06949,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],"K06949  rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]"
3339,WP_061439269.1,K06949,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K06949  rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]"
3340,WP_061439274.1,K00986,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K00986  ltrA; RNA-directed DNA polymerase [EC:2.7.7.49]
3341,WP_061439275.1,K01524,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K01524  ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
3342,WP_061439277.1,K03732,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],K03732  rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13]
3343,WP_061439277.1,K03732,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],K03732  rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13]
3344,WP_061439278.1,,,,,
3345,WP_061439280.1,,,,,
3346,WP_061439282.1,K01589,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01589  purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
3347,WP_061439284.1,K09796,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K09796  pccA; periplasmic copper chaperone A
3348,WP_061439286.1,K21430,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K21430  yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
3349,WP_061439288.1,,,,,
3350,WP_061439290.1,K05838,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K05838  ybbN; putative thioredoxin
3351,WP_061439296.1,,,,,
3352,WP_061439298.1,,,,,
3353,WP_061439300.1,K00128,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3354,WP_061439300.1,K00128,09100 Metabolism,09101 Carbohydrate metabolism,00053 Ascorbate and aldarate metabolism [PATH:ko00053],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3355,WP_061439300.1,K00128,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3356,WP_061439300.1,K00128,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3357,WP_061439300.1,K00128,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3358,WP_061439300.1,K00128,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3359,WP_061439300.1,K00128,09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ko00310],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3360,WP_061439300.1,K00128,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3361,WP_061439300.1,K00128,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3362,WP_061439300.1,K00128,09100 Metabolism,09105 Amino acid metabolism,00380 Tryptophan metabolism [PATH:ko00380],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3363,WP_061439300.1,K00128,09100 Metabolism,09106 Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3364,WP_061439300.1,K00128,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3365,WP_061439300.1,K00128,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00981 Insect hormone biosynthesis [PATH:ko00981],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3366,WP_061439300.1,K00128,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00903 Limonene and pinene degradation [PATH:ko00903],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3367,WP_061439300.1,K00128,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3368,WP_061439300.1,K00128,09160 Human Diseases,09167 Endocrine and metabolic disease,04936 Alcoholic liver disease [PATH:ko04936],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
3369,WP_061439302.1,K06991,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06991  K06991; uncharacterized protein
3370,WP_061439304.1,K00681,09100 Metabolism,09106 Metabolism of other amino acids,00430 Taurine and hypotaurine metabolism [PATH:ko00430],K00681  ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
3371,WP_061439304.1,K00681,09100 Metabolism,09106 Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],K00681  ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
3372,WP_061439304.1,K00681,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],K00681  ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
3373,WP_061439304.1,K00681,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K00681  ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
3374,WP_061439306.1,K01207,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01207  nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
3375,WP_061439306.1,K01207,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00531 Glycosaminoglycan degradation [PATH:ko00531],K01207  nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
3376,WP_061439306.1,K01207,09160 Human Diseases,09175 Drug resistance: antimicrobial,01501 beta-Lactam resistance [PATH:ko01501],K01207  nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]
3377,WP_061439308.1,,,,,
3378,WP_061439309.1,,,,,
3379,WP_061439312.1,K01775,09100 Metabolism,09106 Metabolism of other amino acids,00470 D-Amino acid metabolism [PATH:ko00470],K01775  alr; alanine racemase [EC:5.1.1.1]
3380,WP_061439312.1,K01775,09160 Human Diseases,09175 Drug resistance: antimicrobial,01502 Vancomycin resistance [PATH:ko01502],K01775  alr; alanine racemase [EC:5.1.1.1]
3381,WP_061439312.1,K01775,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K01775  alr; alanine racemase [EC:5.1.1.1]
3382,WP_061439314.1,,,,,
3383,WP_061439318.1,K02030,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02030  ABC.PA.S; polar amino acid transport system substrate-binding protein
3384,WP_061439320.1,,,,,
3385,WP_061439323.1,K00600,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
3386,WP_061439323.1,K00600,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ko00680],"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
3387,WP_061439323.1,K00600,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
3388,WP_061439323.1,K00600,09100 Metabolism,09106 Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
3389,WP_061439323.1,K00600,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
3390,WP_061439323.1,K00600,09160 Human Diseases,09176 Drug resistance: antineoplastic,01523 Antifolate resistance [PATH:ko01523],"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]"
3391,WP_061439325.1,K03829,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K03829  yedL; putative acetyltransferase [EC:2.3.1.-]
